arm	seg	side	turn_id	addr	date	tier	reason	rank	in_deg	out_deg	seated	type	title
C	E60	old	12439	S22708/T7	2026-08-19	3	type-decision	456	0	0	0	design,discuss	从 pi-hermes memory-policy 提取可借鉴给 mnemo-recall 的四条
C	E60	old	12372	S15069/T975	2026-08-19	3	type-decision	457	0	0	0	design,discuss	New-session segment handling: homeless first, name it mid-conversation, proposal as backstop
C	E60	old	12347	S21460/T65	2026-08-19	3	type-decision	458	0	0	0	correction,review	The peer confirmed that the session-title overwrite finding was withdrawn.
C	E60	old	12310	S21460/T58	2026-08-18	3	type-decision	459	0	0	0	discuss,design,correction	设计辩论：接受三层 rubric 划分并保留 validator 边界质疑
C	E60	old	12305	S15069/T934	2026-08-18	3	type-decision	460	0	0	0	correction,fix	the retired title prefix survived a whole session because the stale plugin kept teaching it
C	E60	old	12258	S15069/T897	2026-08-18	3	type-decision	461	0	0	0	design,ops	design+citation-edges: the edge mechanism lands as a spec with a self-enforcing type check
C	E60	old	12257	S15069/T896	2026-08-18	3	type-decision	462	0	0	0	design	design+citation-edges: three phases give the relation table, minimal encodes replaces the A tier
C	E60	old	12255	S15069/T894	2026-08-18	3	type-decision	463	0	0	0	design	design+citation-edges: phase of the refining turn separates threshold tweaks from mechanisms
C	E60	old	12254	S15069/T893	2026-08-18	3	type-decision	464	0	0	0	design	design+citation-edges: supersedes collapses into refines, and override should mean wrong not replaced
C	E60	old	12253	S15069/T892	2026-08-18	3	type-decision	465	0	0	0	measure,design	measure+citation-edges: an incoming-edge profile fixes the blind spot without decision-level nodes
C	E60	old	12252	S15069/T891	2026-08-18	3	type-decision	466	0	0	0	correction	correction+citation-edges: my own unsettled turn was the window's most expensive loss
C	E60	old	12250	S15069/T889	2026-08-18	3	type-decision	467	0	0	0	design,correction	design+citation-edges: an edge means direct causation, and dual type marks a phase-crossing decision
C	E60	old	12247	S15069/T886	2026-08-18	3	type-decision	468	0	0	0	design	design+citation-edges: the workflow map shows only two phase-pairs need real edges
C	E60	old	12245	S15069/T884	2026-08-18	3	type-decision	469	0	0	0	design	design+citation-edges: implementation is a fact node, not an edge, and it rescues uncontested decisions
C	E60	old	12243	S15069/T882	2026-08-18	3	type-decision	470	0	0	0	design	design+citation-edges: splitting decision from process edges restores the ranking
C	E60	old	12240	S15069/T879	2026-08-18	3	type-decision	471	0	0	0	correction	correction+rendering: I drew recall as a flat table, which no ruling ever established
C	E60	old	12238	S15069/T877	2026-08-18	3	type-decision	472	0	0	0	design	design+rendering: the target collapsed segment card, contrasted against the live legacy one
C	E60	old	12237	S15069/T876	2026-08-18	3	type-decision	473	0	0	0	design	design+milestone-budget: selection is the only display authority, and the view degrades safely without edges
C	E60	old	12235	S15069/T874	2026-08-18	3	type-decision	474	0	0	0	design,correction	design+election: the ranking criterion becomes set-based, and the chain renders root-first
C	E60	old	12234	S15069/T873	2026-08-18	3	type-decision	475	0	0	0	design	design+election: four tiers need an unbounded sink, and folding moves chain collapse into the renderer
C	E60	old	12233	S15069/T872	2026-08-18	3	type-decision	476	0	0	0	design	design+election: the decision chain enters ranking, which flips an explicit annotation-only constraint
C	E60	old	12230	S15069/T870	2026-08-18	3	type-decision	477	0	0	0	design	design+settlement: settlement collapses to election plus edges, and a live election trial goes out
C	E60	old	12229	S15069/T869	2026-08-18	3	type-decision	478	0	0	0	design	design+ownership: membership moves to the main agent, notes move to a backlog threshold
C	E60	old	12223	S15069/T868	2026-08-18	3	type-decision	479	0	0	0	design	design+election: seats go two-level, scope covers touched prior turns, milestones fill by tier
C	E60	old	12222	S15069/T867	2026-08-18	3	type-decision	480	0	0	0	review,design	review+semantic-container: the audit's headline is that shipping now degrades grading
C	E60	old	12218	S21460/T54	2026-08-18	3	type-decision	481	0	0	0	correction,review	跨会话纠正+成本结论：撤回合并建议
C	E60	old	12209	S15069/T859	2026-08-18	3	type-decision	482	0	0	0	review,correction	review+semantic-container: four release-blocker framings challenged, three collapse to implementation gaps
C	E60	old	12204	S21460/T51	2026-08-18	3	type-decision	483	0	0	0	correction,review	重发+跨会话交付：复核发现清单
C	E60	old	12192	S15069/T849	2026-08-17	3	type-decision	484	0	0	0	design	design+injection: each segment emits two independent blocks at 2000 each, tool defaults untouched
C	E60	old	12186	S15069/T843	2026-08-17	3	type-decision	485	0	0	0	design	design+backfill: settlement cannot rebuild Working State for history, and should not
C	E60	old	12181	S15069/T838	2026-08-17	3	type-decision	486	0	0	0	design	design+timeline: milestone rows go minimal because the title contract absorbed the excerpt's job
C	E60	old	12177	S15069/T834	2026-08-17	3	type-decision	487	0	0	0	design	design+tickets: eleven vertical slices with correctness edges split from schedulability
C	E60	old	12176	S15069/T833	2026-08-17	3	type-decision	488	0	0	0	ops,design	ops+spec: the semantic-container spec lands ready-for-agent
C	E60	old	12175	S15069/T832	2026-08-17	3	type-decision	489	0	0	0	design,review	design+spec-seams: two seams and one auxiliary confirmed for the semantic-container spec
C	E60	old	12174	S15069/T831	2026-08-17	3	type-decision	490	0	0	0	design,measure	design+tools: view is a pure field-set switch; the index paginates while the narrative filters
C	E60	old	12173	S15069/T830	2026-08-17	3	type-decision	491	0	0	0	design	design+tools: one shared surface with staged commit, milestones take cited union A, injection is pure composition
C	E60	old	12172	S15069/T829	2026-08-17	3	type-decision	492	0	0	0	design	design+tools: the readers re-rendered — task axis first, top elision, segment rows as search hits
C	E60	old	12171	S15069/T828	2026-08-17	3	type-decision	493	0	0	0	design,measure	design+tools: the read pair unifies on one signature, and the twin 1000-token budgets prove right-sized
C	E60	old	12170	S15069/T827	2026-08-17	3	type-decision	494	0	0	0	design	design+injection: the member list reuses the milestone renderer, emoji types shown, election labels hidden
C	E60	old	12169	S15069/T826	2026-08-17	3	type-decision	495	0	0	0	design	design+injection: the segment block's metadata goes fully derived, and a system tag namespace surfaces
C	E60	old	12168	S15069/T825	2026-08-17	3	type-decision	496	0	0	0	design	design+injection: per-segment 2000-token blocks replace RecentSessions and the diary index
C	E60	old	12162	S15069/T824	2026-08-17	3	type-decision	497	0	0	0	design	design+grill: three rounds close the design tree, six ADRs and the glossary land
C	E60	old	12161	S15069/T823	2026-08-17	3	type-decision	498	0	0	0	design	design+segment: fields settle at nine in two reader layers, and attachment has no storage substrate today
C	E60	old	12159	S15069/T821	2026-08-17	3	type-decision	499	0	0	0	design	design+segment: one writer per layer — remember takes all segment fields, settlement keeps election, edges, membership
C	E60	old	12158	S15069/T820	2026-08-17	3	type-decision	500	0	0	0	design	design+segment: tags go coarse-to-fine nouns only, and homeless clusters ride the roster as proposals
C	E60	old	12157	S15069/T819	2026-08-17	3	type-decision	501	0	0	0	design	design+segment-creation: creation follows attachment to whoever sees the roster; settlement demotes to assigner and proposer
C	E60	old	12156	S15069/T818	2026-08-17	3	type-decision	502	0	0	0	design	design+grading: insight unifies to task scope, and election grading lands on library evidence
C	E60	old	12155	S15069/T817	2026-08-17	3	type-decision	503	0	0	0	design	design+segment-fields: constraints and done absorbed, fields go markdown-with-replace, and grade proposed as a citation-derived view
C	E60	old	12153	S15069/T815	2026-08-17	3	type-decision	504	0	0	0	design	design+segment-fields: the segment upgrades to a per-topic long-lived container, fields split into summary and state
C	E60	old	12152	S15069/T814	2026-08-17	3	type-decision	505	0	0	0	design	design+segment-fields: session exits the semantic layer and its fields migrate to segments
C	E60	old	12151	S15069/T813	2026-08-17	3	type-decision	506	0	0	0	design	design+note-fields: parameter descriptions drafted for every remaining field, and grade had no ruler
C	E60	old	12146	S15069/T808	2026-08-17	3	type-decision	507	0	0	0	design	design+note-fields: user ruled 2x hard rejection, and title/content settle as one claim at two resolutions
C	E60	old	12145	S15069/T807	2026-08-17	3	type-decision	508	0	0	0	design	design+note-prompt: field contracts move to parameter descriptions, rules living at the level they govern
C	E60	old	12142	S15069/T804	2026-08-17	3	type-decision	509	0	0	0	design	design+note-fields: the title prefix retires and content sheds its process layer
C	E60	old	12137	S15069/T799	2026-08-17	3	type-decision	510	0	0	0	research,design	research+segment-design: the partition is a projection of grades, whose input has been missing
C	E60	old	12125	S15069/T789	2026-08-16	3	type-decision	511	0	0	0	design	design+segment-grading: the type draft belongs to the write path, and 06 gained a known-answer test
C	E60	old	12020	S15069/T737	2026-08-16	3	type-decision	512	0	0	0	design	design+settlement-agentic: what Pi's compaction does and does not transfer to a segment
C	E60	old	11346	S15069/T567	2026-08-12	3	type-decision	513	0	0	0	design	design+note-clock: tool calls survive as instruction wording only, never as state
C	E60	old	11344	S15069/T565	2026-08-12	3	type-decision	514	0	0	0	design	feedback+design: unilateral eligibility coupling corrected; universal writability decreed
C	E60	old	11343	S15069/T564	2026-08-12	3	type-decision	515	0	0	0	review,correction	audit+note-eligibility: write block traced to guardrails, not to any decision
C	E60	old	11137	S15069/T485	2026-08-11	3	type-decision	516	0	0	0	correction	fix+observation-search: layer was dark after 0.9.6, and my earlier diagnosis was wrong
C	E60	old	10799	S15069/T407	2026-08-09	3	type-decision	517	0	0	0	delegate,design	Dispatched repair pack for ticket 05's 6 Codex findings
C	E60	old	10781	S15069/T394	2026-08-09	3	type-decision	518	0	0	0	design	Reframed "dead session" check as a cheap-to-misjudge safety gate, not a verdict
C	E60	old	10779	S15069/T392	2026-08-09	3	type-decision	519	0	0	0	design	Split threshold-gate: accumulate for live compact windows, terminal-skip for dead stragglers
C	E60	old	10778	S15069/T391	2026-08-09	3	type-decision	520	0	0	0	design	Rejected merging straggler settlement calls; proposed future threshold gate
C	E60	old	10718	S15069/T355	2026-08-08	3	type-decision	521	0	0	0	correction,design	Dropped sessionEnd trigger; segment attachment via 3-tier candidates
C	E60	old	10690	S15069/T346	2026-08-08	3	type-decision	522	0	0	0	design	Locked turn-id handoff, reminder rules, 3-tier escalation (no forced calls)
C	E60	old	10682	S15069/T340	2026-08-08	3	type-decision	523	0	0	0	design	Added 3rd insight gate: novelty relative to this turn's own context
C	E60	old	10662	S15069/T331	2026-08-08	3	type-decision	524	0	0	0	measure,design	Quantified mechanical routing table; proposed shadow-mode rollout test
C	E60	old	8779	S15069/T109	2026-07-24	3	type-decision	525	0	0	0	design	Decided against stateful triggers in rules table; keep hooks separate
C	E60	old	8285	S15069/T62	2026-07-21	3	type-decision	526	0	0	0	research,correction	Root cause found: test isolation leak, not 0.6.6 bug, corrupted real diary
C	E60	old	13195	S15069/T1512	2026-08-24	4	indexed-by-elected	527	5	2	0	review,ops,delegate	Repairs 01 and 02 accepted and committed; the epoch ticket dispatches mid-turn on the user's order
C	E60	old	8250	S15069/T41	2026-07-20	4	indexed-by-elected	528	4	2	0	ops	Restarted killed watchdog for ticket 05, task still healthy
C	E60	old	12380	S15069/T982	2026-08-19	4	indexed-by-elected	529	4	1	0	implement,review,ops	Ticket 11 lands as d0590fe with the docs split out; peer re-dispatched and ticket 13 in flight
C	E60	old	8206	S15069/T13	2026-07-20	4	indexed-by-elected	530	4	0	0	research,measure	Turn-view extraction validated: correction arcs findable via ⚖️+short-gap
C	E60	old	12826	S15069/T1325	2026-08-22	4	indexed-by-elected	531	3	1	0	review,ops,delegate	Ticket 01 mutation-verified and committed; tickets 02 and 05 dispatched in parallel
C	E60	old	12369	S15069/T972	2026-08-19	4	indexed-by-elected	532	3	1	0	implement,review,ops	View chain committed as 5eb9873 with four flagged scope narrowings surfaced
C	E60	old	12320	S15069/T945	2026-08-18	4	indexed-by-elected	533	3	1	0	implement,review,ops	Worker δ's rubric single-home and session narrative verified and committed; duty-2 contradiction pinned into ticket 08
C	E60	old	8289	S15069/T63	2026-07-21	4	indexed-by-elected	534	3	0	0	fix,review	Code fix implemented and self-verified; data repair still blocked pending approval
C	E60	old	12830	S15069/T1329	2026-08-22	4	indexed-by-elected	535	2	2	0	review,fix,ops	Ticket 06 landed and the seven-ticket batch closed at suite 2620/1
C	E60	old	12398	S15069/T992	2026-08-19	4	indexed-by-elected	536	2	2	0	review,delegate	Topic retirement verified on a production rehearsal and committed as 4ca8806
C	E60	old	13188	S15069/T1508	2026-08-24	4	indexed-by-elected	537	2	1	0	delegate,ops	User sends the grant-lifecycle commit to the peer with four self-declared doubts
C	E60	old	13184	S15069/T1507	2026-08-24	4	indexed-by-elected	538	2	1	0	review,ops	Grant-lifecycle ticket accepted: compact wipes, exit preserves, the janitor goes age-keyed
C	E60	old	13181	S15069/T1506	2026-08-24	4	indexed-by-elected	539	2	1	0	delegate,ops	Grant-lifecycle ticket dispatched
C	E60	old	13105	S15069/T1464	2026-08-23	4	indexed-by-elected	540	2	1	0	review,fix,ops	tm-05 accepted with the one-hop closure ruling, and the E1/E3 loader blindness repaired by hand
C	E60	old	13103	S15069/T1463	2026-08-23	4	indexed-by-elected	541	2	1	0	review,implement,ops	tm-04's E5 accepted with its three judgment calls ratified, and the settlement prompt text authored
C	E60	old	13097	S15069/T1461	2026-08-23	4	indexed-by-elected	542	2	1	0	review,ops	tm-03 accepted: the data-cap mutation survives the 40-instance pin and the fixture strengthens to 60
C	E60	old	12841	S15069/T1333	2026-08-22	4	indexed-by-elected	543	2	1	0	review,ops,delegate	Round-4 repairs committed as dc6c7b2 and round-5 peer review dispatched
C	E60	old	12829	S15069/T1328	2026-08-22	4	indexed-by-elected	544	2	1	0	review,fix,ops,delegate	Ticket 07 landed with two main-agent seam closures; ticket 06 dispatched
C	E60	old	12828	S15069/T1327	2026-08-22	4	indexed-by-elected	545	2	1	0	review,ops,implement,delegate	Tickets 02 through 04 landed in one stretch: gates verified, rubric v10 written personally, flows deleted
C	E60	old	12827	S15069/T1326	2026-08-22	4	indexed-by-elected	546	2	1	0	review,fix,ops	Ticket 05 verified and committed after a control-byte hygiene fix
C	E60	old	12736	S15069/T1248	2026-08-21	4	indexed-by-elected	547	2	1	0	review,ops	Ticket 05 verified and the batch closed at five commits
C	E60	old	12552	S15069/T1122	2026-08-20	4	indexed-by-elected	548	2	1	0	discuss	Grilling opened with scoring deferred; six open decisions formed the whole frontier
C	E60	old	12539	S15069/T1112	2026-08-20	4	indexed-by-elected	549	2	1	0	discuss	Peer outperformed settlement through scope, authority and objective — three structural gaps, not model quality
C	E60	old	12447	S15069/T1031	2026-08-19	4	indexed-by-elected	550	2	1	0	review,discuss	Search neighborhood is implemented, and the golden-sample critique reduces five conflicts to two
C	E60	old	12367	S15069/T970	2026-08-19	4	indexed-by-elected	551	2	1	0	implement,review,ops	Gate chain committed as 8ffb07c after a staleness-neutralization mutation; view chain dispatched
C	E60	old	8212	S15069/T16	2026-07-20	4	indexed-by-elected	552	2	1	0	research	Confirmed mnemo DB has full-fidelity trajectory data, line bug is cosmetic
C	E60	old	8210	S15069/T15	2026-07-20	4	indexed-by-elected	553	2	1	0	research,measure	Trajectory quality check on S11231 finds line-pointer bug + confirms sufficiency
C	E60	old	13191	S15069/T1510	2026-08-24	4	indexed-by-elected	554	2	0	0	delegate,ops	The three light-review repair tickets dispatch in parallel
C	E60	old	13170	S15069/T1501	2026-08-24	4	indexed-by-elected	555	2	0	0	research,review,ops	Resume does lose write grants, twice over: the exit wipe by design and the sticky completed marker by defect
C	E60	old	12404	S15069/T996	2026-08-19	4	indexed-by-elected	556	1	2	0	research,review,ops	Edge-trial results recalled whole; ticket 10 lands and the batch closes at 9fd1bdb
C	E60	old	12386	S15069/T985	2026-08-19	4	indexed-by-elected	557	1	2	0	implement,review,ops	Cadence ticket lands as 2f89e32; the stash reflex gets named in briefs
C	E60	old	12371	S15069/T974	2026-08-19	4	indexed-by-elected	558	1	2	0	implement,fix	The stitch landed as 679d24e: the narrative writer reads and is gated on the whole document
C	E60	old	12368	S15069/T971	2026-08-19	4	indexed-by-elected	559	1	2	0	implement,ops	Window retarget committed as ff72909; direct-write worker dispatched with a corrected idempotency pin
C	E60	old	12317	S15069/T942	2026-08-18	4	indexed-by-elected	560	1	2	0	implement,review,delegate	worker α verified by flipping the exists-rule, ticket 07 dispatched into the gap
C	E60	old	12307	S15069/T936	2026-08-18	4	indexed-by-elected	561	1	2	0	implement,review	ticket 04 verified and committed with schema.ts held back from the shared tree
C	E60	old	13382	S21460/T201	2026-08-25	4	indexed-by-elected	562	1	1	0	research,review	Real self-citations and homeless chains remain unwritable under mandatory lane attribution
C	E60	old	13173	S15069/T1502	2026-08-24	4	indexed-by-elected	563	1	1	0	review,ops,fix	Console range selector accepted and committed; the full suite catches one more stale pin from revision 7
C	E60	old	12938	S15069/T1405	2026-08-23	4	indexed-by-elected	564	1	1	0	review,implement,ops	R2 console bounds accepted after its meta-omission mutation survived and a calibrated knife-edge pin closed the gap
C	E60	old	12937	S15069/T1404	2026-08-23	4	indexed-by-elected	565	1	1	0	review,ops	R1 election repairs accepted through four red mutations and landed with a semantic-02 staging leftover
C	E60	old	12752	S15069/T1259	2026-08-22	4	indexed-by-elected	566	1	1	0	review,fix,ops	Second peer pass approved; two compression defects of mine and a guard gap closed
C	E60	old	12740	S15069/T1250	2026-08-22	4	indexed-by-elected	567	1	1	0	fix	Peer's read-only review returned three findings on the indexes-rescope batch; two P1 liveness leaks fixed
C	E60	old	12735	S15069/T1247	2026-08-21	4	indexed-by-elected	568	1	1	0	review,fix,ops	Rubric v8 verified; the injection cap turns out to be a silent slicer
C	E60	old	12734	S15069/T1246	2026-08-21	4	indexed-by-elected	569	1	1	0	review,ops	Ticket 02 verified by a precise mutation and committed
C	E60	old	12733	S15069/T1245	2026-08-21	4	indexed-by-elected	570	1	1	0	review,fix,ops	Ticket 01 verified and committed with two cross-fence seams bridged by hand
C	E60	old	12565	S15069/T1133	2026-08-20	4	indexed-by-elected	571	1	1	0	research,discuss	Answered why settlement's render lacks metadata — an accretion story the golden sample later overturned
C	E60	old	12411	S15069/T1000	2026-08-19	4	indexed-by-elected	572	1	1	0	review,measure	Round-two findings verified: the fixed class recurred inside its own ticket
C	E60	old	12373	S15069/T976	2026-08-19	4	indexed-by-elected	573	1	1	0	implement,review,ops	Milestone unification committed as ee2c6c0; the legacy body's fate goes to the user
C	E60	old	12326	S15069/T949	2026-08-19	4	indexed-by-elected	574	1	1	0	fix,implement	Yielded type corrections no longer lend phases to edges; fixed as 95bc239
C	E60	old	12272	S15069/T911	2026-08-18	4	indexed-by-elected	575	1	1	0	implement,review	implement+repair-closeout: eight-ticket batch verified, committed, cross-wired
C	E60	old	10807	S15069/T411	2026-08-09	4	indexed-by-elected	576	1	1	0	research	Cache-break root cause: concurrent-session cache eviction, not mnemo
C	E60	old	8292	S15069/T65	2026-07-21	4	indexed-by-elected	577	1	1	0	ops,review	User approved; all 5 real-data repair actions executed and verified
C	E60	old	8290	S15069/T64	2026-07-21	4	indexed-by-elected	578	1	1	0	review	Test-isolation code fix verified: no more writes to real data root
C	E60	old	13150	S15069/T1490	2026-08-24	4	indexed-by-elected	579	1	0	0	review,ops	Address-form ticket accepted after a third fallback copy survived mutation; twenty turns assigned to E60
C	E60	old	13140	S15069/T1486	2026-08-24	4	indexed-by-elected	580	1	0	0	review,ops	Session-id-burn and response-floor tickets both accepted under mutation and committed
C	E60	old	13117	S15069/T1468	2026-08-24	4	indexed-by-elected	581	1	0	0	review,ops,delegate	RB accepted: delivery-atomic grants, sequenced completeness, relations as a first-class gated surface; the prompt text's fifth revision; RC dispatched
C	E60	old	13116	S15069/T1467	2026-08-23	4	indexed-by-elected	582	1	0	0	review,ops	RA accepted and committed: turns-seed loader scope, E5 anchors at the edge-owning citer, uncapped settlement errors, collision-free tag tokens
C	E60	old	12895	S21460/T150	2026-08-23	4	indexed-by-elected	583	1	0	0	delegate,review	Cross-check the memory console's implementation seams
C	E60	old	12894	S21460/T149	2026-08-23	4	indexed-by-elected	584	1	0	0	delegate,review	Find the memory console's missing browser security boundary
C	E60	old	11105	S15069/T474	2026-08-10	5	corrector	585	1	2	0	review	Codex NOT-READY on ticket 09: 4 real P1 correctness defects, fix pack dispatched
C	E60	old	11012	S15069/T464	2026-08-10	5	corrector	586	1	2	0	fix	Codex NOT-READY on 裁决25: 3 P1s fixed incl. subagent-breaks-everything bug
C	E60	old	10350	S15069/T325	2026-08-05	5	corrector	587	1	2	0	measure	Production data: 70% multi-turn topic arcs non-contiguous, not segments
C	E60	old	12530	S15069/T1104	2026-08-20	5	corrector	588	1	1	0	measure	Settlement runs healthily but has attached zero relation edges since the 0.12.1 reload
C	E60	old	12004	S15069/T730	2026-08-16	5	corrector	589	1	1	0		review+settlement-agentic: eleven findings, and A7's operation-key claim was wrong
C	E60	old	11906	S15069/T710	2026-08-15	5	corrector	590	1	1	0		measure+exposure-ledger: the citation gate borrows a note-address ledger and silently drops 55% of citable turns
C	E60	old	11130	S15069/T480	2026-08-11	5	corrector	591	1	1	0	research	Found worker still reads config directly, bypassing cutover switch
C	E60	old	10815	S15069/T415	2026-08-09	5	corrector	592	1	1	0	implement,review	Merged repair pack + ticket 07; ticket 08 NOT READY; narrowed live-trial behavior
C	E60	old	12817	S15069/T1316	2026-08-22	5	corrector	593	1	0	0	ops,delegate	Six tickets published, the English rubric text written, and ticket 01 dispatched
C	E60	old	12316	S15069/T941	2026-08-18	5	corrector	594	0	1	0	measure	the roster weighs 175 tokens live, so the rubric shares its block with room to spare
C	E60	old	12188	S15069/T845	2026-08-17	5	corrector	595	0	1	0	research	research+injection: the remembered truncation was ours, and CC's real limit is persist-to-file with a 2KB preview
C	E60	old	12154	S15069/T816	2026-08-17	5	corrector	596	0	1	0	research	research+working-state: CC compact and Pi converge on the segment fields; long horizon is maintenance, not regeneration
C	E60	old	12120	S15069/T784	2026-08-16	5	corrector	597	0	1	0	ops	ops+release-verify: forced worker spawn proved 0.11.1 settlement commits end to end
C	E60	old	12010	S15069/T733	2026-08-16	5	corrector	598	0	1	0		design+settlement-agentic: the segment tool's contract, stated as a contract
C	E60	old	11875	S21460/T29	2026-08-15	5	corrector	599	0	1	0		correction+Codex latency: repeated polling and resumes caused the delay
C	E60	old	11794	S15069/T674	2026-08-15	5	corrector	600	0	1	0		fix+citation-edges: provenance cannot attribute the 324, timestamps nearly can
C	E60	old	11779	S15069/T666	2026-08-15	5	corrector	601	0	1	0		fix+settlement-agentic: H2 had laundered my inference into a decision
C	E60	old	11769	S15069/T661	2026-08-15	5	corrector	602	0	1	0		fix+session-injection: the block is SessionStart-only, so my saving was imaginary
C	E60	old	11767	S15069/T659	2026-08-15	5	corrector	603	0	1	0		feedback+session-budget: a budget here is a signal, not a gate
C	E60	old	11755	S15069/T652	2026-08-15	5	corrector	604	0	1	0		measure+citation-edges: the specific relations are over-applied, not builds-on
C	E60	old	11751	S15069/T649	2026-08-15	5	corrector	605	0	1	0		design+type-vocabulary: refactor is the subtraction slot
C	E60	old	11750	S15069/T648	2026-08-15	5	corrector	606	0	1	0		design+settlement-architecture: the reversal word leaves the vocabulary
C	E60	old	11748	S15069/T647	2026-08-15	5	corrector	607	0	1	0		measure+type-vocabulary: refactor earns its slot, but its historical label was half wrong
C	E60	old	11695	S15069/T614	2026-08-14	5	corrector	608	0	1	0		feedback+settlement-design: absent-only was mine; the agent reviews first, segments last
C	E60	old	11692	S15069/T611	2026-08-14	5	corrector	609	0	1	0		diagnose+settlement-schema: the per-turn review loop was never built, not removed
C	E60	old	11355	S15069/T572	2026-08-12	5	corrector	610	0	1	0		revise+spec: Rev 3 folds Codex round 2, drain point made explicit
C	E60	old	11134	S15069/T482	2026-08-11	5	corrector	611	0	1	0	research	Found observation search will stop growing post-ticket-15
C	E60	old	12115	S15069/T780	2026-08-16	5	corrector	612	0	0	0		verify+settle-scheduling: the 20-turn floor already exists and active turns are excluded by construction
C	E60	old	12112	S15069/T777	2026-08-16	5	corrector	613	0	0	0		design+manual-settle: the queue is not what re-settles the live session's tail, the planner is
C	E60	old	12045	S15069/T743	2026-08-16	5	corrector	614	0	0	0		design+settlement-agentic: topic already carries the cross-session task identity
C	E60	old	11759	S15069/T655	2026-08-15	5	corrector	615	0	0	0		design+citation-edges: a relation must be argued in the body that carries it
C	E60	old	11169	S15069/T516	2026-08-11	5	corrector	616	0	0	0		design+note-writing: user sets the title/content division and asks for a budget receipt
C	E60	old	12849	S15069/T1339	2026-08-23	6	other	617	5	3	0	ops,measure	E60 retagged and T900-1001 reorganized to v10 lane form from the fixture, with one severed-terminus repair
C	E60	old	12862	S15069/T1352	2026-08-23	6	other	618	5	2	0	discuss,measure	User's three-tier election scheme simulated: identity, signed degree, recency — verdict workable
C	E60	old	12730	S15069/T1243	2026-08-21	6	other	619	5	1	0	ops,delegate	Five tickets published and the unblocked pair dispatched in parallel
C	E60	old	10741	S15069/T374	2026-08-08	6	other	620	5	1	0	implement	Decomposed spec into 9 dependency-ordered tickets, skipping 3rd review
C	E60	old	12484	S15069/T1059	2026-08-20	6	other	621	4	2	0	delegate,ops	Four unblocked tickets dispatched in parallel with two-way file ownership pinned in every brief
C	E60	old	12301	S15069/T930	2026-08-18	6	other	622	4	1	0	measure,delegate	measure+citation-edges: signal ranking reproduces the human A set, Q5 closes
C	E60	old	12932	S15069/T1400	2026-08-23	6	other	623	4	0	0	review	Pre-release peer review returns needs-repairs on all three batches (election/console/shell), 4 P1s
C	E60	old	12585	S15069/T1142	2026-08-20	6	other	624	3	2	0	review,ops,delegate	Metadata default landed with two hand-finished routes; repair 11 dispatched with four accumulated additions
C	E60	old	10862	S15069/T440	2026-08-09	6	other	625	3	2	0	ops	Released 0.9.3: reminders off the floating channel, hook zero-injection
C	E60	old	13456	S21460/T206	2026-08-26	6	other	626	3	1	0	delegate,review	The landed v12 batch enters unreleased cross-ticket review
C	E60	old	12564	S15069/T1132	2026-08-20	6	other	627	3	1	0	review,ops,delegate	Settlement re-arm landed: the hindsight main agent on 50-turn windows, fence deleted at 75 call sites
C	E60	old	12561	S15069/T1129	2026-08-20	6	other	628	3	1	0	review,ops,fix	Standalone edges and the watermark landed; prose drift was silently deleting relations and got fixed
C	E60	old	10868	S15069/T446	2026-08-09	6	other	629	3	1	0	fix	Ticket 12 landed: skip/defer wording fix committed (425f38c)
C	E60	old	10116	S15069/T195	2026-08-03	6	other	630	3	1	0	fix,ops	All 7 arc-spine-redesign tickets committed; not yet live pending release
C	E60	old	8247	S15069/T38	2026-07-20	6	other	631	3	1	0	review,delegate	Ticket 02 verified complete; set up watchdog, dispatched ticket 03
C	E60	old	8217	S15069/T19	2026-07-20	6	other	632	3	1	0	implement	Implemented turn-detail.sh: budgeted CLI accessor for turn/observation data
C	E60	old	8186	S15069/T3	2026-07-20	6	other	633	3	1	0	research	EdgeBench research findings: ByteDance's post-deployment learning benchmark
C	E60	old	12418	S15069/T1007	2026-08-19	6	other	634	3	0	0	measure,ops,discuss	Settlement coverage runs contiguously from 485, and the post-reload watch items all cleared
C	E60	old	12702	S15069/T1218	2026-08-21	6	other	635	2	7	0	ops	0.14.0 released on command: the two-axis vocabulary ships with the guard green
C	E60	old	12968	S15069/T1420	2026-08-23	6	other	636	2	3	0	ops,review,measure	Segments consolidated 60→8 standing containers, and the Sonnet trial produces six clean lanes from zero
C	E60	old	12625	S15069/T1173	2026-08-21	6	other	637	2	3	0	implement,delegate,ops	Spec and four tickets published, validator worker dispatched, rubric v6 drafted by hand
C	E60	old	10870	S15069/T448	2026-08-09	6	other	638	2	3	0	ops	Released 0.9.4: skip-word ambiguity fix live (d0855f2)
C	E60	old	12902	S15069/T1379	2026-08-23	6	other	639	2	2	0	review,ops,delegate	Ticket 03 accepted with four judgment calls signed; election batch 4/5; console tickets cut and two dispatched
C	E60	old	12855	S15069/T1345	2026-08-23	6	other	640	2	2	0	research,discuss	Why consume may not sit beside indexes: v9 subsumption, and how v10 broke its machine half
C	E60	old	12666	S21460/T107	2026-08-21	6	other	641	2	2	0	discuss	First consolidated statement of the redesigned relation vocabulary
C	E60	old	12659	S21460/T101	2026-08-21	6	other	642	2	2	0	measure,discuss	Evidence needs no flow of its own; delivery needs batches, and collects becomes a fifth word
